"zcta5","state","puma12","stab","zipname","PUMAname","intptlon","intptlat","pop16","afact"
"ZIP census tabulation area","State code","PUMA (2012)","State abbreviation","ZCTA name","PUMA12 name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Population (2016 est.)","zcta5 to puma12 allocation factor"
"21770","24","00301","MD","Monrovia, MD","Frederick County (Outside Greater Frederick City)",-77.24882,39.347847,5478.329473,1 
"21771","24","00301","MD","Mount Airy, MD","Frederick County (Outside Greater Frederick City)",-77.187957,39.384857,14572.101789,0.473546 
"21771","24","00400","MD","Mount Airy, MD","Carroll County",-77.126749,39.394708,12607.252911,0.409695 
"21771","24","00901","MD","Mount Airy, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-77.118966,39.342028,3303.992441,0.107369 
"21771","24","01001","MD","Mount Airy, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.181019,39.318146,288.954304,0.00939 
"21773","24","00301","MD","Myersville, MD","Frederick County (Outside Greater Frederick City)",-77.556489,39.524172,5792.346809,1 
"21774","24","00301","MD","Linganore, MD","Frederick County (Outside Greater Frederick City)",-77.269206,39.400326,4475.80791,0.361773 
"21774","24","00302","MD","Linganore, MD","Frederick County (Central)--Greater Frederick City",-77.302288,39.411685,7896.050787,0.638227 
"21776","24","00301","MD","New Windsor, MD","Frederick County (Outside Greater Frederick City)",-77.137549,39.489425,855.060719,0.147438 
"21776","24","00400","MD","New Windsor, MD","Carroll County",-77.092937,39.521037,4944.394462,0.852561 
"21777","24","00301","MD","Point of Rocks, MD","Frederick County (Outside Greater Frederick City)",-77.53122,39.279144,1559.477987,1 
"21778","24","00301","MD","Rocky Ridge, MD","Frederick County (Outside Greater Frederick City)",-77.331995,39.615911,1160.591101,1 
"21779","24","00200","MD","Rohrersville, MD","Washington County--Hagerstown City",-77.655237,39.424711,1002.082588,1 
"21780","24","00200","MD","Sabillasville, MD","Washington County--Hagerstown City",-77.504257,39.670324,84.611246,0.049179 
"21780","24","00301","MD","Sabillasville, MD","Frederick County (Outside Greater Frederick City)",-77.469595,39.679624,1635.860582,0.95082 
"21781","24","00200","MD","St. James, MD","Washington County--Hagerstown City",-77.75985,39.572478,138.640114,1 
"21782","24","00200","MD","Sharpsburg, MD","Washington County--Hagerstown City",-77.754909,39.452609,4176.533433,1 
"21783","24","00200","MD","Smithsburg, MD","Washington County--Hagerstown City",-77.578933,39.657418,8150.203758,0.87128 
"21783","24","00301","MD","Smithsburg, MD","Frederick County (Outside Greater Frederick City)",-77.532886,39.610382,1204.086745,0.12872 
"21784","24","00400","MD","Eldersburg, MD","Carroll County",-76.962859,39.403286,35940.902653,0.939025 
"21784","24","00901","MD","Eldersburg, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-76.966802,39.337424,2333.789979,0.060975 
"21787","24","00301","MD","Taneytown, MD","Frederick County (Outside Greater Frederick City)",-77.252866,39.685965,258.852128,0.024101 
"21787","24","00400","MD","Taneytown, MD","Carroll County",-77.161785,39.662006,10481.63476,0.975899 
"21788","24","00301","MD","Thurmont, MD","Frederick County (Outside Greater Frederick City)",-77.407805,39.607001,12286.989147,0.996558 
"21788","24","00302","MD","Thurmont, MD","Frederick County (Central)--Greater Frederick City",-77.473531,39.524517,42.434775,0.003442 
"21790","24","00301","MD","Tuscarora, MD","Frederick County (Outside Greater Frederick City)",-77.487624,39.262269,106.086938,1 
"21791","24","00301","MD","Union Bridge, MD","Frederick County (Outside Greater Frederick City)",-77.215424,39.515271,2642.625623,0.485657 
"21791","24","00400","MD","Union Bridge, MD","Carroll County",-77.158087,39.577474,2798.713846,0.514343 
"21793","24","00301","MD","Walkersville, MD","Frederick County (Outside Greater Frederick City)",-77.349398,39.483374,9889.42435,0.953657 
"21793","24","00302","MD","Walkersville, MD","Frederick County (Central)--Greater Frederick City",-77.311531,39.481061,480.573829,0.046343 
"21794","24","00901","MD","West Friendship, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-76.970424,39.293359,2689.604549,1 
"21795","24","00200","MD","Williamsport, MD","Washington County--Hagerstown City",-77.809772,39.596784,9412.23656,1 
"21797","24","00400","MD","Woodbine, MD","Carroll County",-77.052231,39.390495,3065.544629,0.324196 
"21797","24","00901","MD","Woodbine, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-77.071173,39.313758,6390.297086,0.675804 
"21798","24","00301","MD","Woodsboro, MD","Frederick County (Outside Greater Frederick City)",-77.305617,39.533113,2487.738694,1 
"21801","24","01400","MD","Salisbury, MD","Wicomico, Worcester & Somerset Counties--Salisbury City",-75.624973,38.368965,31127.480143,1 
"21802","24","01400","MD","Salisbury, MD","Wicomico, Worcester & Somerset Counties--Salisbury City",-75.582698,38.345734,92.465062,1 
"21804","24","01400","MD","Salisbury, MD","Wicomico, Worcester & Somerset Counties--Salisbury City",-75.570955,38.355591,39978.742708,1 
"21810","24","01400","MD","Allen, MD (PO Boxes)","Wicomico, Worcester & Somerset Counties--Salisbury City",-75.697782,38.297285,505.96051,1 
"21811","24","01400","MD","Ocean Pines, MD","Wicomico, Worcester & Somerset Counties--Salisbury City",-75.17455,38.353937,22545.617445,1 
"21813","24","01400","MD","Bishopville, MD","Wicomico, Worcester & Somerset Counties--Salisbury City",-75.182959,38.426943,2851.445719,1 
"21814","24","01400","MD","Bivalve, MD","Wicomico, Worcester & Somerset Counties--Salisbury City",-75.887417,38.296155,394.794648,1 
